index,preset,qp,seq_name,Ir,Dr,Dw,I1mr,D1mr,D1mw,ILmr,DLmr,DLmw,Bc,Bcm,Bi,Bim,E_hw_slow,config,path,__qp_int
175,faster,27,TunnelFlag_2k,959000000000.0,255000000000.0,120000000000.0,6806087545,1997084260,1660846254,322911,57450376,76678018,62162447632.0,5614935868,6216271507,623026237,6.3523,A,H:\valgrind\default\callgrind_Default_1T_faster_qp27_TunnelFlag_1920x1080_5994_8bit_420_1920x1080_60fps_130f.out,27
176,faster,27,Vertical_bees_2k,831000000000.0,224000000000.0,106000000000.0,6389665441,1902188475,1627561957,307848,54947445,74964053,52572647368.0,4391781138,5715939113,611104383,6.3751,A,H:\valgrind\default\callgrind_Default_1T_faster_qp27_Vertical_bees_1080x1920_2997_1080x1920_30fps_130f.out,27
177,faster,27,Vertical_Carnaby_2k,735000000000.0,200000000000.0,94388006879.0,5964811580,1845537074,1608028801,315209,50781996,63597152,45621913825.0,3528970315,5271966231,591869433,6.4061,A,H:\valgrind\default\callgrind_Default_1T_faster_qp27_Vertical_Carnaby_1080x1920_5994_1080x1920_60fps_130f.out,27
178,faster,27,WalkingInStreet_2k,1300000000000.0,326000000000.0,149000000000.0,7369732682,1920120760,1645194044,441063,60571720,81934376,90303932552.0,9131077045,7080809523,599670520,7.2329,A,H:\valgrind\default\callgrind_Default_1T_faster_qp27_WalkingInStreet_1920x1080_30fps_1920x1080_30fps_130f.out,27
179,faster,27,WorldCup_2k,432000000000.0,117000000000.0,55001930187.0,3422923274,1076345149,948328201,190011,32184987,41398217,27132250356.0,2117502318,3076189856,345848245,6.3472,A,H:\valgrind\default\callgrind_Default_1T_faster_qp27_WorldCup_1920x1080_30p_1920x1080_30fps_130f.out,27
180,faster,27,WorldCup_far_2k,969000000000.0,256000000000.0,120000000000.0,6875162538,2005699659,1671125633,313661,56908914,67792542,62687537962.0,5874992413,6214798960,620864523,7.0531,A,H:\valgrind\default\callgrind_Default_1T_faster_qp27_WorldCup_far_1920x1080_30p_1920x1080_30fps_130f.out,27
181,faster,32,Aerial3200_2k,938000000000.0,252000000000.0,119000000000.0,6775945232,2053366037,1697160496,325088,58097550,76806890,60150917914.0,5096271567,6281447536,639632379,6.3725,A,H:\valgrind\default\callgrind_Default_1T_faster_qp32_Aerial3200_1920x1080_5994_8bit_420_1920x1080_60fps_130f.out,32
182,faster,32,Boat_2k,1030000000000.0,272000000000.0,128000000000.0,6803324183,2052042889,1695705004,349464,57052267,77318449,67622574237.0,6221992550,6553082595,631758849,6.3672,A,H:\valgrind\default\callgrind_Default_1T_faster_qp32_Boat_1920x1080_5994_8bit_420_1920x1080_60fps_130f.out,32
183,faster,32,BoxingPractice_4k,2910000000000.0,797000000000.0,375000000000.0,22371628037,7072993929,6375042564,1951201,252796755,231942364,184000000000.0,13298223078,21151266312,2399335743,13.0006,A,H:\valgrind\default\callgrind_Default_1T_faster_qp32_BoxingPractice_3840x2160_5994fps_8bit_420_3840x2160_60fps_130f.out,32
184,faster,32,Crosswalk_4k,2870000000000.0,791000000000.0,372000000000.0,21351222153,7032326600,6348415009,2639731,294278904,315299856,183000000000.0,12290400220,21279542455,2436085636,12.9114,A,H:\valgrind\default\callgrind_Default_1T_faster_qp32_Crosswalk_3840x2160_5994fps_8bit_420_3840x2160_60fps_130f.out,32
185,faster,32,CrowdRun_1080p50,1120000000000.0,292000000000.0,137000000000.0,6896475262,2088897208,1710208461,333728,58711626,78962350,74386921208.0,6968390723,6870509610,648426515,7.072,A,H:\valgrind\default\callgrind_Default_1T_faster_qp32_CrowdRun_1920x1080p50_1920x1080_50fps_130f.out,32
186,faster,32,DinnerSceneCropped_2k,783000000000.0,215000000000.0,102000000000.0,5740709242,1879573266,1628922848,323328,57391767,76647069,50915046581.0,3578512125,5667770626,631116451,6.2705,A,H:\valgrind\default\callgrind_Default_1T_faster_qp32_DinnerSceneCropped_1920x1080_2997fps_8bit_420_1920x1080_30fps_130f.out,32
187,faster,32,FoodMarket2_4k,3200000000000.0,872000000000.0,413000000000.0,25525305529,7696863555,6604390091,2320984,302169329,323937825,200000000000.0,15615460645,22627885687,2476294024,13.2082,A,H:\valgrind\default\callgrind_Default_1T_faster_qp32_FoodMarket2_3840x2160_5994fps_8bit_420_3840x2160_60fps_130f.out,32
188,faster,32,FoodMarket_2k,1020000000000.0,272000000000.0,122000000000.0,11125409626,1808460745,1618460442,319143,53766010,60264350,54441632147.0,4220426865,5846349244,626804172,6.3658,A,H:\valgrind\default\callgrind_Default_1T_faster_qp32_FoodMarket_1920x1080_5994_8bit_420_1920x1080_60fps_130f.out,32
189,faster,32,MeridianTalk_sdr_2k,713000000000.0,196000000000.0,91840015468.0,5384235615,1747382087,1582132844,311737,51639741,61754068,45121688277.0,3129087803,5232607693,599587195,6.3348,A,H:\valgrind\default\callgrind_Default_1T_faster_qp32_MeridianTalk_sdr_1920x1080p_5994_8bit_1920x1080_60fps_130f.out,32
190,faster,32,Motorcycle_2k,960000000000.0,252000000000.0,117000000000.0,6485243488,1926139163,1651471461,300815,53582624,63191842,62981068422.0,5714518065,6088407683,614701505,7.0665,A,H:\valgrind\default\callgrind_Default_1T_faster_qp32_Motorcycle_1920x1080_30fps_8bit_1920x1080_30fps_130f.out,32
191,faster,32,MountainBike_2k,985000000000.0,259000000000.0,121000000000.0,6692299019,1976518189,1676088092,308881,57194596,69184283,64450804508.0,5843909778,6246660700,623013378,6.9826,A,H:\valgrind\default\callgrind_Default_1T_faster_qp32_MountainBike_1920x1080_30fps_8bit_1920x1080_30fps_130f.out,32
192,faster,32,Neon1224_4k,2810000000000.0,768000000000.0,360000000000.0,21945908935,6854368707,6281091786,2269634,290605485,316780937,176000000000.0,12988637186,20442107090,2329511694,12.957,A,H:\valgrind\default\callgrind_Default_1T_faster_qp32_Neon1224_3840x2160_2997fps_3840x2160_30fps_130f.out,32
193,faster,32,NocturneDance_4k,2900000000000.0,790000000000.0,371000000000.0,23517816382,7277070530,6453003486,2319954,291283404,317767031,180000000000.0,13569018589,20789503872,2362625760,13.2215,A,H:\valgrind\default\callgrind_Default_1T_faster_qp32_NocturneDance_3840x2160p_8bit_60fps_3840x2160_60fps_130f.out,32
194,faster,32,OldTownCross_1080p50,938000000000.0,251000000000.0,119000000000.0,6267164588,1938111537,1656719521,319068,56886461,68786609,61706830036.0,5070186762,6230547651,638457517,6.3166,A,H:\valgrind\default\callgrind_Default_1T_faster_qp32_OldTownCross_1920x1080p50_1920x1080_50fps_130f.out,32
195,faster,32,PedestrianArea_1080p25,746000000000.0,204000000000.0,95862732986.0,5867794407,1844311599,1617024450,340759,54946880,74621585,46890333005.0,3511738731,5358074413,601922441,6.359,A,H:\valgrind\default\callgrind_Default_1T_faster_qp32_PedestrianArea_1920x1080p25_1920x1080_25fps_130f.out,32
196,faster,32,PierSeaSide_4k,2880000000000.0,787000000000.0,369000000000.0,21767814400,6913565486,6355082736,2404242,283635417,314353351,181000000000.0,13332377665,20838958175,2354611515,13.3017,A,H:\valgrind\default\callgrind_Default_1T_faster_qp32_PierSeaSide_3840x2160_2997fps_8bit_420_3840x2160_30fps_130f.out,32
197,faster,32,RitualDance_2k,685000000000.0,187000000000.0,87612783741.0,5342676178,1698734760,1562418232,338254,53282131,74710960,43020965582.0,3151023743,5018584481,575252796,6.3146,A,H:\valgrind\default\callgrind_Default_1T_faster_qp32_RitualDance_1920x1080_5994_8bit_420_1920x1080_60fps_130f.out,32
198,faster,32,Riverbed_1080p25,870000000000.0,236000000000.0,112000000000.0,6716631540,2029494803,1687162648,358766,59381648,76637456,54926436502.0,4416115840,6047467226,635279255,6.3958,A,H:\valgrind\default\callgrind_Default_1T_faster_qp32_Riverbed_1920x1080p25_1920x1080_25fps_130f.out,32
199,faster,32,RushFieldCuts_2k,943000000000.0,251000000000.0,118000000000.0,6696021520,1981870851,1669405892,299570,53433564,62295381,60604753410.0,5341477876,6176222785,628523608,7.0422,A,H:\valgrind\default\callgrind_Default_1T_faster_qp32_RushFieldCuts_1920x1080_2997_1920x1080_30fps_130f.out,32
200,faster,32,Skater227_2k,649000000000.0,178000000000.0,83225130256.0,5036105902,1678538725,1563393333,316629,54999768,74623082,40308483521.0,2669266470,4877049200,573601509,6.3241,A,H:\valgrind\default\callgrind_Default_1T_faster_qp32_Skater227_1920x1080_30fps_1920x1080_30fps_130f.out,32
201,faster,32,Tango_4k,3020000000000.0,829000000000.0,392000000000.0,22655306284,7254500119,6438224523,2029667,258151920,231324382,193000000000.0,13523153431,22068807132,2483663529,13.2135,A,H:\valgrind\default\callgrind_Default_1T_faster_qp32_Tango_3840x2160_5994fps_8bit_420_3840x2160_60fps_130f.out,32
202,faster,32,TimeLapse_4k,3010000000000.0,818000000000.0,385000000000.0,23503768544,7208079061,6426443296,2451254,292581650,318558024,188000000000.0,14344983681,21442279877,2385694779,13.1057,A,H:\valgrind\default\callgrind_Default_1T_faster_qp32_TimeLapse_3840x2160_5994fps_8bit_420_3840x2160_60fps_130f.out,32
203,faster,32,ToddlerFountain_2k,968000000000.0,257000000000.0,121000000000.0,6565031925,2013546402,1684175139,342198,56384118,77636646,63144689218.0,5499024622,6262029889,627412009,6.6525,A,H:\valgrind\default\callgrind_Default_1T_faster_qp32_ToddlerFountain_1920x1080_2997fps_8bit_420_1920x1080_30fps_130f.out,32
204,faster,32,TreesAndGrass_2k,1190000000000.0,305000000000.0,141000000000.0,6942340917,2090763574,1709769197,352591,57927547,79122158,80512410263.0,7730931559,7049888174,645648825,7.0828,A,H:\valgrind\default\callgrind_Default_1T_faster_qp32_TreesAndGrass_1920_1080_30fps_8bit_1920x1080_30fps_130f.out,32
205,faster,32,TunnelFlag_2k,825000000000.0,222000000000.0,104000000000.0,6222029977,1900009201,1638009597,337871,55636201,75333358,52545704633.0,4350663980,5643489453,606833665,6.3698,A,H:\valgrind\default\callgrind_Default_1T_faster_qp32_TunnelFlag_1920x1080_5994_8bit_420_1920x1080_60fps_130f.out,32
206,faster,32,Vertical_bees_2k,755000000000.0,205000000000.0,96452250656.0,6002131923,1828241724,1606759408,297619,50557431,63471800,47295144489.0,3710195471,5360107159,596041056,6.3654,A,H:\valgrind\default\callgrind_Default_1T_faster_qp32_Vertical_bees_1080x1920_2997_1080x1920_30fps_130f.out,32
207,faster,32,Vertical_Carnaby_2k,674000000000.0,185000000000.0,86537665287.0,5505667180,1766885447,1581694207,327437,53382181,73523214,41690150117.0,3016790139,4983398352,575178014,6.4079,A,H:\valgrind\default\callgrind_Default_1T_faster_qp32_Vertical_Carnaby_1080x1920_5994_1080x1920_60fps_130f.out,32
208,faster,32,WalkingInStreet_2k,1140000000000.0,291000000000.0,135000000000.0,7255381627,1935931748,1651437538,446958,60211351,80001225,76179485857.0,7529026203,6626114941,599758381,7.1539,A,H:\valgrind\default\callgrind_Default_1T_faster_qp32_WalkingInStreet_1920x1080_30fps_1920x1080_30fps_130f.out,32
209,faster,32,WorldCup_2k,472000000000.0,128000000000.0,56543681686.0,5156980575,945548541,895632914,189161,29348428,35965033,24653946532.0,1804700498,2849488874,329885022,6.3585,A,H:\valgrind\default\callgrind_Default_1T_faster_qp32_WorldCup_1920x1080_30p_1920x1080_30fps_130f.out,32
210,faster,32,WorldCup_far_2k,859000000000.0,230000000000.0,109000000000.0,6521518413,1906232089,1640326589,320658,57175647,69143169,54642585089.0,4779770055,5783908376,610044400,6.3898,A,H:\valgrind\default\callgrind_Default_1T_faster_qp32_WorldCup_far_1920x1080_30p_1920x1080_30fps_130f.out,32
211,faster,37,Aerial3200_2k,815000000000.0,221000000000.0,105000000000.0,6283204525,1941519850,1659816956,342700,57084783,75622625,51535744166.0,3964327568,5731302994,622119783,6.3831,A,H:\valgrind\default\callgrind_Default_1T_faster_qp37_Aerial3200_1920x1080_5994_8bit_420_1920x1080_60fps_130f.out,37
212,faster,37,Boat_2k,907000000000.0,243000000000.0,115000000000.0,6514348600,1959716746,1670876200,339585,55875354,76430141,58274628610.0,4962267387,6071853933,621241494,6.3417,A,H:\valgrind\default\callgrind_Default_1T_faster_qp37_Boat_1920x1080_5994_8bit_420_1920x1080_60fps_130f.out,37
213,faster,37,BoxingPractice_4k,2680000000000.0,735000000000.0,344000000000.0,20679304167,6761199983,6304484575,1981159,248332576,232769913,167000000000.0,11443318488,19908039132,2323619644,13.0209,A,H:\valgrind\default\callgrind_Default_1T_faster_qp37_BoxingPractice_3840x2160_5994fps_8bit_420_3840x2160_60fps_130f.out,37
214,faster,37,Crosswalk_4k,2660000000000.0,734000000000.0,343000000000.0,19707522670,6704578600,6260642126,2647935,286738738,309397551,167000000000.0,10864960373,20026169411,2348190660,12.9536,A,H:\valgrind\default\callgrind_Default_1T_faster_qp37_Crosswalk_3840x2160_5994fps_8bit_420_3840x2160_60fps_130f.out,37
215,faster,37,CrowdRun_1080p50,951000000000.0,254000000000.0,120000000000.0,6504540135,1982673983,1678824452,349897,56856577,77106982,61804247189.0,5378045905,6238387971,633079255,6.3421,A,H:\valgrind\default\callgrind_Default_1T_faster_qp37_CrowdRun_1920x1080p50_1920x1080_50fps_130f.out,37
216,faster,37,DinnerSceneCropped_2k,669000000000.0,185000000000.0,86438675932.0,4776585635,1623377147,1553269375,322214,51743304,74067415,42654968798.0,2725249402,5055539594,591623484,6.3238,A,H:\valgrind\default\callgrind_Default_1T_faster_qp37_DinnerSceneCropped_1920x1080_2997fps_8bit_420_1920x1080_30fps_130f.out,37
217,faster,37,FoodMarket2_4k,2930000000000.0,800000000000.0,377000000000.0,23681275080,7415279010,6495274356,2327556,297900970,319608484,182000000000.0,13264465750,21222516914,2409007439,13.2051,A,H:\valgrind\default\callgrind_Default_1T_faster_qp37_FoodMarket2_3840x2160_5994fps_8bit_420_3840x2160_60fps_130f.out,37
218,faster,37,FoodMarket_2k,903000000000.0,245000000000.0,109000000000.0,9803545272,1666780657,1573441905,312572,51853148,59414830,47947204934.0,3462856027,5393185795,606319394,6.3796,A,H:\valgrind\default\callgrind_Default_1T_faster_qp37_FoodMarket_1920x1080_5994_8bit_420_1920x1080_60fps_130f.out,37
219,faster,37,MeridianTalk_sdr_2k,794000000000.0,217000000000.0,96206095429.0,7783932914,1543075973,1525195197,321819,49941838,58787876,41869502644.0,2800386909,4928263789,578449997,6.3354,A,H:\valgrind\default\callgrind_Default_1T_faster_qp37_MeridianTalk_sdr_1920x1080p_5994_8bit_1920x1080_60fps_130f.out,37
220,faster,37,Motorcycle_2k,1040000000000.0,275000000000.0,121000000000.0,10841132869,1726984319,1596165761,312277,51556878,60065392,55977860249.0,4728075135,5688040554,600906935,6.3269,A,H:\valgrind\default\callgrind_Default_1T_faster_qp37_Motorcycle_1920x1080_30fps_8bit_1920x1080_30fps_130f.out,37
221,faster,37,MountainBike_2k,874000000000.0,234000000000.0,110000000000.0,6371797435,1935471507,1659025688,297426,52272093,62285381,56080211882.0,4760085454,5824334803,610984483,6.3469,A,H:\valgrind\default\callgrind_Default_1T_faster_qp37_MountainBike_1920x1080_30fps_8bit_1920x1080_30fps_130f.out,37
222,faster,37,Neon1224_4k,2580000000000.0,708000000000.0,330000000000.0,20404559559,6638256394,6218300515,2291913,279917939,306969041,160000000000.0,11215387230,19243299941,2248135500,13.1415,A,H:\valgrind\default\callgrind_Default_1T_faster_qp37_Neon1224_3840x2160_2997fps_3840x2160_30fps_130f.out,37
223,faster,37,NocturneDance_4k,2640000000000.0,723000000000.0,337000000000.0,21412818114,6928048580,6334393413,2354352,285036929,313440560,163000000000.0,11419716567,19472049839,2280752033,13.1773,A,H:\valgrind\default\callgrind_Default_1T_faster_qp37_NocturneDance_3840x2160p_8bit_60fps_3840x2160_60fps_130f.out,37
224,faster,37,OldTownCross_1080p50,789000000000.0,214000000000.0,101000000000.0,5685109425,1793639697,1613368218,311278,51781280,62901843,50490258901.0,3792548568,5563818288,610730957,6.3815,A,H:\valgrind\default\callgrind_Default_1T_faster_qp37_OldTownCross_1920x1080p50_1920x1080_50fps_130f.out,37
225,faster,37,PedestrianArea_1080p25,686000000000.0,188000000000.0,88112416735.0,5387120282,1733363243,1578131404,336991,54250205,74397434,42801837041.0,2993290910,5063489802,586610030,6.3598,A,H:\valgrind\default\callgrind_Default_1T_faster_qp37_PedestrianArea_1920x1080p25_1920x1080_25fps_130f.out,37
226,faster,37,PierSeaSide_4k,2620000000000.0,719000000000.0,335000000000.0,20402670045,6628193752,6271191136,2424241,276136952,307537269,163000000000.0,11362233430,19448226163,2266826967,13.1386,A,H:\valgrind\default\callgrind_Default_1T_faster_qp37_PierSeaSide_3840x2160_2997fps_8bit_420_3840x2160_30fps_130f.out,37
227,faster,37,RitualDance_2k,637000000000.0,175000000000.0,81392098433.0,5032926355,1630664148,1541335214,310919,49284804,62543062,39665297333.0,2761745234,4771585702,560553603,6.3482,A,H:\valgrind\default\callgrind_Default_1T_faster_qp37_RitualDance_1920x1080_5994_8bit_420_1920x1080_60fps_130f.out,37
228,faster,37,Riverbed_1080p25,783000000000.0,214000000000.0,101000000000.0,6283192327,1937575992,1655958294,318980,54571878,62328318,49116263337.0,3652312084,5621457030,619842545,6.362,A,H:\valgrind\default\callgrind_Default_1T_faster_qp37_Riverbed_1920x1080p25_1920x1080_25fps_130f.out,37
229,faster,37,RushFieldCuts_2k,828000000000.0,223000000000.0,105000000000.0,6235689680,1908944858,1648607074,332958,55784827,76066876,52354280682.0,4265706054,5686449381,610899859,6.3248,A,H:\valgrind\default\callgrind_Default_1T_faster_qp37_RushFieldCuts_1920x1080_2997_1920x1080_30fps_130f.out,37
230,faster,37,Skater227_2k,605000000000.0,167000000000.0,77159057573.0,4702130036,1594247245,1536620771,323390,53346331,73339986,37419308523.0,2414682941,4617688951,551764291,6.2943,A,H:\valgrind\default\callgrind_Default_1T_faster_qp37_Skater227_1920x1080_30fps_1920x1080_30fps_130f.out,37
231,faster,37,Tango_4k,2750000000000.0,758000000000.0,355000000000.0,20600128397,6881455423,6332106142,2170808,252237595,230832656,174000000000.0,11539296926,20521522210,2383587031,13.1884,A,H:\valgrind\default\callgrind_Default_1T_faster_qp37_Tango_3840x2160_5994fps_8bit_420_3840x2160_60fps_130f.out,37
232,faster,37,TimeLapse_4k,2740000000000.0,750000000000.0,351000000000.0,21906045073,7002143455,6340063719,2448385,284817643,310746930,170000000000.0,12132332031,20119997317,2318560321,13.1057,A,H:\valgrind\default\callgrind_Default_1T_faster_qp37_TimeLapse_3840x2160_5994fps_8bit_420_3840x2160_60fps_130f.out,37
233,faster,37,ToddlerFountain_2k,828000000000.0,223000000000.0,105000000000.0,6146540334,1892670713,1648853236,343110,54998777,76058254,52701004432.0,4185787229,5677155540,609054185,6.3507,A,H:\valgrind\default\callgrind_Default_1T_faster_qp37_ToddlerFountain_1920x1080_2997fps_8bit_420_1920x1080_30fps_130f.out,37
234,faster,37,TreesAndGrass_2k,1040000000000.0,274000000000.0,128000000000.0,6689443428,2009573963,1687581945,343678,56666197,77050273,69164265016.0,6284186544,6570832146,634407243,6.3948,A,H:\valgrind\default\callgrind_Default_1T_faster_qp37_TreesAndGrass_1920_1080_30fps_8bit_1920x1080_30fps_130f.out,37
235,faster,37,TunnelFlag_2k,737000000000.0,201000000000.0,94091918293.0,5714278092,1789107045,1601071746,320018,53838312,75082032,46445424577.0,3534375531,5262125419,591513210,6.3631,A,H:\valgrind\default\callgrind_Default_1T_faster_qp37_TunnelFlag_1920x1080_5994_8bit_420_1920x1080_60fps_130f.out,37
236,faster,37,Vertical_bees_2k,699000000000.0,191000000000.0,89424085901.0,5636826022,1781087482,1590310715,309470,53323707,74024300,43496090541.0,3217587443,5090208254,581650083,6.4461,A,H:\valgrind\default\callgrind_Default_1T_faster_qp37_Vertical_bees_1080x1920_2997_1080x1920_30fps_130f.out,37
237,faster,37,Vertical_Carnaby_2k,633000000000.0,174000000000.0,81090050559.0,5142769142,1678501943,1553385648,327764,51640394,72667687,39093891898.0,2700384277,4774284132,561052244,6.3596,A,H:\valgrind\default\callgrind_Default_1T_faster_qp37_Vertical_Carnaby_1080x1920_5994_1080x1920_60fps_130f.out,37
238,faster,37,WalkingInStreet_2k,987000000000.0,259000000000.0,121000000000.0,7072255971,1902215172,1639976601,398329,55707331,63951168,64351993847.0,6058559524,6151151262,598148116,6.4568,A,H:\valgrind\default\callgrind_Default_1T_faster_qp37_WalkingInStreet_1920x1080_30fps_1920x1080_30fps_130f.out,37
239,faster,37,WorldCup_2k,457000000000.0,124000000000.0,55023053620.0,4811875049,923750002,909899441,202098,29412342,36443212,23873362737.0,1675546203,2832213603,334003215,6.2898,A,H:\valgrind\default\callgrind_Default_1T_faster_qp37_WorldCup_1920x1080_30p_1920x1080_30fps_130f.out,37
240,faster,37,WorldCup_far_2k,776000000000.0,210000000000.0,99053069009.0,6155168320,1856816138,1621256468,318539,55806493,68127487,48748682250.0,3962709258,5431125796,597913327,6.313,A,H:\valgrind\default\callgrind_Default_1T_faster_qp37_WorldCup_far_1920x1080_30p_1920x1080_30fps_130f.out,37
241,superfast,22,Aerial3200_2k,1260000000000.0,325000000000.0,151000000000.0,7525234184,2658888135,1806074681,224944,36632004,72612122,84720844412.0,8869782491,7408473890,640516177,7.1671,A,H:\valgrind\default\callgrind_Default_1T_superfast_qp22_Aerial3200_1920x1080_5994_8bit_420_1920x1080_60fps_130f.out,22
242,superfast,22,Boat_2k,1280000000000.0,322000000000.0,147000000000.0,7266080138,2564145306,1771762809,240446,36410338,73247173,87497069449.0,9129230020,7255261754,623764565,7.1358,A,H:\valgrind\default\callgrind_Default_1T_superfast_qp22_Boat_1920x1080_5994_8bit_420_1920x1080_60fps_130f.out,22
243,superfast,22,BoxingPractice_4k,3970000000000.0,1050000000000.0,493000000000.0,27863074664,10785972133,6466102537,1897983,202049823,284503361,256000000000.0,24150815723,25533571265,2483892669,13.6248,A,H:\valgrind\default\callgrind_Default_1T_superfast_qp22_BoxingPractice_3840x2160_5994fps_8bit_420_3840x2160_60fps_130f.out,22
244,superfast,22,Crosswalk_4k,3920000000000.0,1050000000000.0,492000000000.0,27809769755,10950398765,6521715521,1875415,202401111,284090974,251000000000.0,22604199453,25567037628,2535897223,13.055,A,H:\valgrind\default\callgrind_Default_1T_superfast_qp22_Crosswalk_3840x2160_5994fps_8bit_420_3840x2160_60fps_130f.out,22
245,superfast,22,CrowdRun_1080p50,1490000000000.0,370000000000.0,167000000000.0,7603298194,2696083120,1822931805,222103,37039153,75177508,105000000000.0,11007634782,7925503043,641190864,7.2255,A,H:\valgrind\default\callgrind_Default_1T_superfast_qp22_CrowdRun_1920x1080p50_1920x1080_50fps_130f.out,22
246,superfast,22,DinnerSceneCropped_2k,1300000000000.0,334000000000.0,154000000000.0,7486511936,2708713596,1822586294,222975,36399025,72139554,88386860116.0,9111293006,7442608306,647618204,6.3792,A,H:\valgrind\default\callgrind_Default_1T_superfast_qp22_DinnerSceneCropped_1920x1080_2997fps_8bit_420_1920x1080_30fps_130f.out,22
247,superfast,22,FoodMarket2_4k,4110000000000.0,1090000000000.0,513000000000.0,28931637786,10969912226,6536559787,1892458,202665043,285720242,263000000000.0,25584250603,26358910432,2511439261,13.9507,A,H:\valgrind\default\callgrind_Default_1T_superfast_qp22_FoodMarket2_3840x2160_5994fps_8bit_420_3840x2160_60fps_130f.out,22
248,superfast,22,FoodMarket_2k,1230000000000.0,319000000000.0,147000000000.0,7385790705,2638452711,1810581736,225214,32636504,57041293,82540099605.0,8416257845,7237950567,640040602,6.8418,A,H:\valgrind\default\callgrind_Default_1T_superfast_qp22_FoodMarket_1920x1080_5994_8bit_420_1920x1080_60fps_130f.out,22
249,superfast,22,MeridianTalk_sdr_2k,994000000000.0,264000000000.0,123000000000.0,6785051943,2496321357,1740939190,217746,31781138,55855772,64963616323.0,5903349769,6380297042,627868559,6.3813,A,H:\valgrind\default\callgrind_Default_1T_superfast_qp22_MeridianTalk_sdr_1920x1080p_5994_8bit_1920x1080_60fps_130f.out,22
250,superfast,22,Motorcycle_2k,1150000000000.0,292000000000.0,135000000000.0,7152334418,2459987042,1732072059,222804,33054720,57825869,77223107532.0,7705327156,6778787637,619343280,7.0665,A,H:\valgrind\default\callgrind_Default_1T_superfast_qp22_Motorcycle_1920x1080_30fps_8bit_1920x1080_30fps_130f.out,22
251,superfast,22,MountainBike_2k,1180000000000.0,300000000000.0,138000000000.0,7232668293,2482514354,1749983388,225357,33618561,58052790,79392692870.0,8059662698,6921087047,622586997,7.0957,A,H:\valgrind\default\callgrind_Default_1T_superfast_qp22_MountainBike_1920x1080_30fps_8bit_1920x1080_30fps_130f.out,22
252,superfast,22,Neon1224_4k,3350000000000.0,901000000000.0,424000000000.0,25632491767,10251607342,6250008420,1877541,200897816,280752609,212000000000.0,18721806224,23072475353,2417225347,13.4567,A,H:\valgrind\default\callgrind_Default_1T_superfast_qp22_Neon1224_3840x2160_2997fps_3840x2160_30fps_130f.out,22
253,superfast,22,NocturneDance_4k,3580000000000.0,957000000000.0,452000000000.0,27706137794,10665292849,6423406195,1877773,201961556,282994841,225000000000.0,21123173426,24080770341,2452134252,13.3742,A,H:\valgrind\default\callgrind_Default_1T_superfast_qp22_NocturneDance_3840x2160p_8bit_60fps_3840x2160_60fps_130f.out,22
254,superfast,22,OldTownCross_1080p50,1500000000000.0,377000000000.0,170000000000.0,7661075787,2679988872,1828010420,226764,32772841,58289865,106000000000.0,11218907575,7972048844,643162085,7.1316,A,H:\valgrind\default\callgrind_Default_1T_superfast_qp22_OldTownCross_1920x1080p50_1920x1080_50fps_130f.out,22
255,superfast,22,PedestrianArea_1080p25,1030000000000.0,272000000000.0,127000000000.0,6977793549,2490858766,1733469046,237360,35729791,69910615,66743401343.0,6448341759,6507480903,620412082,6.3747,A,H:\valgrind\default\callgrind_Default_1T_superfast_qp22_PedestrianArea_1920x1080p25_1920x1080_25fps_130f.out,22
256,superfast,22,PierSeaSide_4k,3550000000000.0,947000000000.0,444000000000.0,25198645201,9926921503,6011618772,1622553,160446491,206136759,229000000000.0,21005145237,23480890367,2358354255,13.2578,A,H:\valgrind\default\callgrind_Default_1T_superfast_qp22_PierSeaSide_3840x2160_2997fps_8bit_420_3840x2160_30fps_130f.out,22
257,superfast,22,RitualDance_2k,799000000000.0,215000000000.0,101000000000.0,6119369808,2202362638,1612571276,249401,35138035,68635830,50802481790.0,4471026104,5566201089,588708140,6.3007,A,H:\valgrind\default\callgrind_Default_1T_superfast_qp22_RitualDance_1920x1080_5994_8bit_420_1920x1080_60fps_130f.out,22
258,superfast,22,Riverbed_1080p25,1170000000000.0,305000000000.0,142000000000.0,7485701564,2629160461,1810143851,227446,33187948,57076609,76700162990.0,7806765918,7106244716,634950249,6.4294,A,H:\valgrind\default\callgrind_Default_1T_superfast_qp22_Riverbed_1920x1080p25_1920x1080_25fps_130f.out,22
259,superfast,22,RushFieldCuts_2k,1170000000000.0,302000000000.0,141000000000.0,7298316455,2560342641,1770105171,221992,32758991,57230831,77922362882.0,7908244253,7049767065,631971726,7.0231,A,H:\valgrind\default\callgrind_Default_1T_superfast_qp22_RushFieldCuts_1920x1080_2997_1920x1080_30fps_130f.out,22
260,superfast,22,Skater227_2k,735000000000.0,202000000000.0,94973210665.0,5949722059,2262357210,1649297409,213688,34750893,67833319,45872559235.0,3545198260,5404156054,601398311,6.3206,A,H:\valgrind\default\callgrind_Default_1T_superfast_qp22_Skater227_1920x1080_30fps_1920x1080_30fps_130f.out,22
261,superfast,22,Tango_4k,4470000000000.0,1170000000000.0,545000000000.0,28561901702,11096515083,6610813738,1954007,204619819,292473092,295000000000.0,28088229135,27330751715,2546316780,14.0446,A,H:\valgrind\default\callgrind_Default_1T_superfast_qp22_Tango_3840x2160_5994fps_8bit_420_3840x2160_60fps_130f.out,22
