config,preset,qp,video_name,width,height,fps,frames,E_hw_slow,L1_dcache_load_misses:u,L1_dcache_loads:u,L1_dcache_stores:u,L1_icache_load_misses:u,LLC_load_misses:u,LLC_loads:u,LLC_store_misses:u,LLC_stores:u,branch_instructions:u,branch_misses:u,cache_misses:u,cache_references:u,cycles:u,dTLB_load_misses:u,dTLB_loads:u,dTLB_store_misses:u,dTLB_stores:u,instructions:u
disfilter,superfast,27,FoodMarket2_3840x2160_5994fps_8bit_420,3840,2160,60,130,6.3553,20689507281,9.38E+11,4.34E+11,10815107925,205139707,1993587795,194368407,1219244822,3.37E+11,12747780501,401104934,8212057426,1.92E+12,111276854,9.37E+11,20976988,4.33E+11,3.42E+12
disfilter,superfast,32,FoodMarket2_3840x2160_5994fps_8bit_420,3840,2160,60,130,6.3658,19548150128,8.36E+11,3.86E+11,10031416599,191755339,1854815136,182208515,1187623735,2.98E+11,9876733314,374486462,7698048324,1.67E+12,110535758,8.36E+11,18819974,3.86E+11,3.03E+12
disfilter,superfast,37,FoodMarket2_3840x2160_5994fps_8bit_420,3840,2160,60,130,6.3796,18856637445,7.70E+11,3.55E+11,9343113019,178031720,1783955677,173955468,1140085616,2.74E+11,7960601704,360145994,7505548390,1.50E+12,94887157,7.70E+11,16928806,3.54E+11,2.78E+12
disfilter,veryfast,22,FoodMarket2_3840x2160_5994fps_8bit_420,3840,2160,60,130,6.8418,20032675433,1.13E+12,5.18E+11,11231648281,308616558,2207446104,326088452,1607481586,4.14E+11,18146739860,638260216,8860310390,2.40E+12,125128511,1.13E+12,36415576,5.18E+11,4.22E+12
disfilter,veryfast,27,FoodMarket2_3840x2160_5994fps_8bit_420,3840,2160,60,130,6.3553,19086795429,9.68E+11,4.47E+11,10474048708,280444113,2054894489,287463741,1571320545,3.48E+11,12942775835,570127161,8473207386,2.00E+12,140484714,9.67E+11,43178003,4.46E+11,3.53E+12
disfilter,veryfast,32,FoodMarket2_3840x2160_5994fps_8bit_420,3840,2160,60,130,6.3658,17970998630,8.58E+11,3.96E+11,9544202940,244560322,1935404644,255595021,1499291997,3.07E+11,9938534601,500797273,8003141549,1.71E+12,86183002,8.57E+11,26068212,3.95E+11,3.11E+12
disfilter,veryfast,37,FoodMarket2_3840x2160_5994fps_8bit_420,3840,2160,60,130,6.3796,17388364536,7.86E+11,3.61E+11,9723930181,229723236,1935716831,240979272,1509051122,2.80E+11,8019726028,474277618,8180779605,1.54E+12,90282408,7.86E+11,23907249,3.61E+11,2.84E+12
default,faster,22,MeridianTalk_sdr_1920x1080p_5994_8bit,1920,1080,60,130,6.3813,4801567516,2.85E+11,1.29E+11,2705549274,101192262,548617433,81477716,396594089,1.05E+11,4331195362,184144277,2160752619,5.89E+11,31433668,2.84E+11,10983911,1.29E+11,1.06E+12
default,faster,27,MeridianTalk_sdr_1920x1080p_5994_8bit,1920,1080,60,130,6.3492,4444044915,2.25E+11,1.03E+11,2481298396,90294181,541739015,70425313,392419226,81661289733,2638569369,162603866,2205542412,4.46E+11,27603899,2.25E+11,10358236,1.03E+11,8.16E+11
default,faster,32,MeridianTalk_sdr_1920x1080p_5994_8bit,1920,1080,60,130,6.3348,4023761401,1.97E+11,89994220217,2058845848,81015976,458732620,61417222,355479149,70606656513,1808207709,143114609,1903323017,3.72E+11,23253935,1.97E+11,7204090,89813241188,7.10E+11
default,faster,37,MeridianTalk_sdr_1920x1080p_5994_8bit,1920,1080,60,130,6.3354,3898416020,1.82E+11,82672558903,2044767204,76980022,464755782,57466129,355590689,64621559180,1410685454,134717296,1956616622,3.40E+11,27449301,1.82E+11,6886010,82463988464,6.54E+11
default,fast,22,MeridianTalk_sdr_1920x1080p_5994_8bit,1920,1080,60,130,6.3813,4800253648,2.85E+11,1.29E+11,2714639419,101849720,543088645,81336227,390894468,1.05E+11,4335351721,182892894,2144939806,5.91E+11,31202597,2.84E+11,10240393,1.29E+11,1.06E+12
default,fast,27,MeridianTalk_sdr_1920x1080p_5994_8bit,1920,1080,60,130,6.3492,4413659263,2.25E+11,1.03E+11,2499656294,85458874,516690237,66865177,380763079,81690250178,2635823312,156661177,2160358814,4.47E+11,28951059,2.25E+11,7981305,1.03E+11,8.17E+11
default,fast,32,MeridianTalk_sdr_1920x1080p_5994_8bit,1920,1080,60,130,6.3348,4019649313,1.97E+11,89968334053,2208999628,79296258,468173216,60189780,364569210,70637127712,1805287500,141560222,1975946444,3.77E+11,23655239,1.97E+11,7237609,89829884124,7.10E+11
default,fast,37,MeridianTalk_sdr_1920x1080p_5994_8bit,1920,1080,60,130,6.3354,3880918597,1.82E+11,82625826492,2027466768,74460572,446640398,57523051,355803993,64658391747,1403773751,133488069,1946856217,3.39E+11,22389694,1.82E+11,6251173,82463071011,6.54E+11
default,superfast,22,MeridianTalk_sdr_1920x1080p_5994_8bit,1920,1080,60,130,6.3813,4941830432,2.67E+11,1.21E+11,2748205113,58484607,515830393,55892925,314059396,98597903845,4131334169,114144687,2123289314,5.57E+11,33123396,2.67E+11,8559069,1.21E+11,9.91E+11
default,superfast,27,MeridianTalk_sdr_1920x1080p_5994_8bit,1920,1080,60,130,6.3492,4485310550,2.14E+11,98391667018,2515795240,49393064,455641965,46221728,303179527,77624256193,2548979482,95508480,2016659463,4.26E+11,29449745,2.13E+11,5968282,98171058539,7.76E+11
default,superfast,32,MeridianTalk_sdr_1920x1080p_5994_8bit,1920,1080,60,130,6.3348,4118046895,1.90E+11,87055153780,2168399232,44838075,420558073,43614585,284692256,68232182907,1810768888,89158425,1917954262,3.60E+11,26912565,1.89E+11,5597003,86931966021,6.83E+11
default,superfast,37,MeridianTalk_sdr_1920x1080p_5994_8bit,1920,1080,60,130,6.3354,3931705548,1.76E+11,80557671042,2005521706,43052647,390851138,39131630,267939996,62922542013,1410254146,83600352,1743509412,3.27E+11,25169767,1.76E+11,4830127,80371132808,6.33E+11
default,veryfast,22,MeridianTalk_sdr_1920x1080p_5994_8bit,1920,1080,60,130,6.3813,4785158092,2.85E+11,1.29E+11,2803856245,99783287,546370760,79972970,400227032,1.05E+11,4331620357,181130664,2232311875,5.93E+11,28922876,2.84E+11,10242168,1.29E+11,1.06E+12
default,veryfast,27,MeridianTalk_sdr_1920x1080p_5994_8bit,1920,1080,60,130,6.3492,4421259172,2.25E+11,1.03E+11,2364869356,87175641,513323887,65823685,373366366,81726626081,2614195030,155515684,2066104851,4.44E+11,26235800,2.25E+11,8833894,1.03E+11,8.17E+11
default,veryfast,32,MeridianTalk_sdr_1920x1080p_5994_8bit,1920,1080,60,130,6.3348,4038072163,1.97E+11,89925989852,2161319108,81597850,497609214,61838503,372789486,70624890352,1804929084,143189355,2094482292,3.74E+11,24155955,1.97E+11,8444835,89875185458,7.10E+11
default,veryfast,37,MeridianTalk_sdr_1920x1080p_5994_8bit,1920,1080,60,130,6.3354,3886149503,1.82E+11,82611389444,2044039935,75568222,464111733,56363814,351178547,64715246326,1402499270,134715950,1965025967,3.40E+11,21864537,1.82E+11,6497855,82467431592,6.54E+11
hwlike,faster,22,MeridianTalk_sdr_1920x1080p_5994_8bit,1920,1080,60,130,6.3813,4778305735,2.83E+11,1.28E+11,2821487848,103690920,558165985,83866071,396053692,1.04E+11,4391202959,189920315,2267788432,5.92E+11,35561239,2.83E+11,11000653,1.28E+11,1.05E+12
hwlike,faster,27,MeridianTalk_sdr_1920x1080p_5994_8bit,1920,1080,60,130,6.3492,4436381945,2.24E+11,1.03E+11,2333180058,89023866,494704566,69094221,369648088,81113352122,2624276976,158251806,2042827375,4.40E+11,32295413,2.23E+11,8167861,1.02E+11,8.11E+11
hwlike,faster,32,MeridianTalk_sdr_1920x1080p_5994_8bit,1920,1080,60,130,6.3348,3993189817,1.96E+11,89431066064,2155099832,77170949,453081822,59874240,355674537,70170677838,1802083514,138295631,1888370289,3.74E+11,31645104,1.96E+11,7345574,89343655292,7.05E+11
hwlike,faster,37,MeridianTalk_sdr_1920x1080p_5994_8bit,1920,1080,60,130,6.3354,3843185000,1.81E+11,82136076766,2029786663,73606698,447944380,57017765,352914711,64303882449,1391173729,130684610,1911416512,3.37E+11,22896974,1.80E+11,6882293,82021170560,6.50E+11
hwlike,fast,22,MeridianTalk_sdr_1920x1080p_5994_8bit,1920,1080,60,130,6.3813,4760292978,2.83E+11,1.28E+11,2699364327,97994265,535920847,81238196,388670407,1.04E+11,4313890940,177551443,2122643406,5.88E+11,32512919,2.83E+11,10021647,1.28E+11,1.05E+12
hwlike,fast,27,MeridianTalk_sdr_1920x1080p_5994_8bit,1920,1080,60,130,6.3492,4381898858,2.24E+11,1.03E+11,2352230234,84918740,484519677,66143915,372457519,81263563976,2600466644,152611873,2015271658,4.40E+11,26003336,2.24E+11,8253808,1.03E+11,8.11E+11
hwlike,fast,32,MeridianTalk_sdr_1920x1080p_5994_8bit,1920,1080,60,130,6.3348,3987098912,1.96E+11,89454786249,2041695379,77186088,450098776,59101391,351472879,70196255776,1785731718,136862533,1868867649,3.70E+11,24351246,1.96E+11,6724132,89308699849,7.05E+11
hwlike,fast,37,MeridianTalk_sdr_1920x1080p_5994_8bit,1920,1080,60,130,6.3354,3846072694,1.81E+11,82153221371,1874928301,78295196,426032927,57639855,344481868,64203615866,1387583553,135610285,1811998422,3.32E+11,21987984,1.80E+11,6728937,81961676895,6.50E+11
hwlike,superfast,22,MeridianTalk_sdr_1920x1080p_5994_8bit,1920,1080,60,130,6.3813,5072262677,2.72E+11,1.23E+11,2725203316,72632567,521755428,54025938,307067348,1.00E+11,4129198034,127622303,2086163186,5.66E+11,29458976,2.72E+11,6914421,1.23E+11,1.01E+12
hwlike,superfast,27,MeridianTalk_sdr_1920x1080p_5994_8bit,1920,1080,60,130,6.3492,4641995317,2.17E+11,1.00E+11,2295037776,67348581,448490219,48702629,285582320,78606894131,2535960622,116636585,1876994762,4.26E+11,29050566,2.17E+11,5899285,99788762035,7.88E+11
hwlike,superfast,32,MeridianTalk_sdr_1920x1080p_5994_8bit,1920,1080,60,130,6.3348,4269262196,1.93E+11,88547249835,2223019003,62112082,437334812,43710840,285368161,68930032197,1865789860,105975876,1930389280,3.69E+11,28573608,1.92E+11,5323974,88328958120,6.93E+11
hwlike,superfast,37,MeridianTalk_sdr_1920x1080p_5994_8bit,1920,1080,60,130,6.3354,4070984825,1.79E+11,81933668921,2043169468,57572470,417996512,41711739,276085815,63662079491,1429977897,98352165,1834763646,3.34E+11,26994684,1.79E+11,5012132,81775497690,6.43E+11
hwlike,veryfast,22,MeridianTalk_sdr_1920x1080p_5994_8bit,1920,1080,60,130,6.3813,4753933523,2.83E+11,1.28E+11,2805214637,96518507,537541219,80968107,395256416,1.04E+11,4326825505,177770185,2222906423,5.92E+11,30477104,2.83E+11,10027458,1.28E+11,1.05E+12
hwlike,veryfast,27,MeridianTalk_sdr_1920x1080p_5994_8bit,1920,1080,60,130,6.3492,4381449619,2.24E+11,1.03E+11,2486233847,87988984,510890497,67940722,382582001,81110787364,2646960337,155246734,2180636911,4.44E+11,31886564,2.23E+11,8937961,1.02E+11,8.11E+11
hwlike,veryfast,32,MeridianTalk_sdr_1920x1080p_5994_8bit,1920,1080,60,130,6.3348,3991529027,1.96E+11,89444515734,2046252169,76785517,452200977,58122317,354412236,70242808117,1782423865,136981954,1875397146,3.70E+11,24674916,1.96E+11,6887441,89330929334,7.05E+11
hwlike,veryfast,37,MeridianTalk_sdr_1920x1080p_5994_8bit,1920,1080,60,130,6.3354,3843184564,1.81E+11,82221611870,1957335007,73400811,429856679,54737573,342302102,64245339069,1377076832,129356059,1801275228,3.36E+11,22516974,1.80E+11,6262741,81982296397,6.49E+11
disfilter,faster,22,MeridianTalk_sdr_1920x1080p_5994_8bit,1920,1080,60,130,6.3813,4652316206,2.78E+11,1.26E+11,2712066154,70799046,514404035,80330757,397594538,1.03E+11,4296870010,150123144,2159529273,5.77E+11,31163637,2.77E+11,10349367,1.26E+11,1.03E+12
disfilter,faster,27,MeridianTalk_sdr_1920x1080p_5994_8bit,1920,1080,60,130,6.3492,4273134403,2.20E+11,1.01E+11,2391816601,57884123,454736346,65465862,370133156,80003527704,2584156573,125235801,1960383499,4.33E+11,33459005,2.19E+11,9000354,1.01E+11,7.96E+11
disfilter,faster,32,MeridianTalk_sdr_1920x1080p_5994_8bit,1920,1080,60,130,6.3348,3891101934,1.92E+11,88026536071,2234934901,51899964,444873932,60044869,361594698,69176170740,1775131252,114021895,1967226646,3.69E+11,25559730,1.92E+11,7958980,87860080988,6.92E+11
disfilter,faster,37,MeridianTalk_sdr_1920x1080p_5994_8bit,1920,1080,60,130,6.3354,3765366093,1.77E+11,80895481475,1878613432,52314956,402594950,57666378,348498802,63355524526,1377131682,110539395,1801599159,3.27E+11,19953006,1.77E+11,6528466,80727771982,6.38E+11
disfilter,fast,22,MeridianTalk_sdr_1920x1080p_5994_8bit,1920,1080,60,130,6.3813,4655969806,2.78E+11,1.26E+11,2733442237,71463510,497948528,80494774,393346771,1.03E+11,4290231090,151552628,2087943617,5.78E+11,28953696,2.77E+11,10604782,1.26E+11,1.03E+12
disfilter,fast,27,MeridianTalk_sdr_1920x1080p_5994_8bit,1920,1080,60,130,6.3492,4270178074,2.20E+11,1.01E+11,2283513261,57757062,456205258,65307350,365582523,80087518478,2583053994,124745981,1959614470,4.30E+11,26113159,2.19E+11,8266626,1.01E+11,7.96E+11
disfilter,fast,32,MeridianTalk_sdr_1920x1080p_5994_8bit,1920,1080,60,130,6.3348,3891941472,1.92E+11,88025618722,2122963957,51612461,445302948,59947964,360069637,69223033758,1772034338,111298206,1923620383,3.66E+11,21940206,1.92E+11,7400733,87858167220,6.92E+11
disfilter,fast,37,MeridianTalk_sdr_1920x1080p_5994_8bit,1920,1080,60,130,6.3354,3748033342,1.77E+11,80882801280,2063904009,47814577,423753361,57614259,354792231,63473343108,1371984444,104847800,1915798207,3.32E+11,23424859,1.77E+11,7444008,80748448610,6.38E+11
disfilter,superfast,22,MeridianTalk_sdr_1920x1080p_5994_8bit,1920,1080,60,130,6.3813,4887224983,2.65E+11,1.20E+11,2835420081,50167278,490996835,54014003,316151489,98039997435,4123385146,104761591,2145572758,5.57E+11,28573357,2.65E+11,7962800,1.20E+11,9.86E+11
disfilter,superfast,27,MeridianTalk_sdr_1920x1080p_5994_8bit,1920,1080,60,130,6.3492,4459230410,2.12E+11,97746943354,2495694691,46609376,461409961,50018369,304959287,77079740880,2563332285,95568126,2031499141,4.23E+11,29149935,2.12E+11,6295979,97544939298,7.70E+11
disfilter,superfast,32,MeridianTalk_sdr_1920x1080p_5994_8bit,1920,1080,60,130,6.3348,4078701387,1.88E+11,86485269550,2178741292,39016750,409510114,42937990,284422410,67701035656,1795077995,81886929,1901701779,3.58E+11,26579084,1.88E+11,5362175,86384424867,6.78E+11
disfilter,superfast,37,MeridianTalk_sdr_1920x1080p_5994_8bit,1920,1080,60,130,6.3354,3893709322,1.75E+11,80038764890,2086209380,36902095,384495423,40256054,272162589,62439956214,1413908886,76236373,1798933953,3.27E+11,26751548,1.75E+11,5723327,79874017037,6.28E+11
disfilter,veryfast,22,MeridianTalk_sdr_1920x1080p_5994_8bit,1920,1080,60,130,6.3813,4662425647,2.78E+11,1.26E+11,2707454870,70568311,506676395,80135042,391893120,1.03E+11,4279298290,152122554,2096901273,5.78E+11,30135851,2.77E+11,10942936,1.26E+11,1.03E+12
disfilter,veryfast,27,MeridianTalk_sdr_1920x1080p_5994_8bit,1920,1080,60,130,6.3492,4359980636,2.20E+11,1.01E+11,2368890837,64472330,487269166,68050325,376945820,80126167009,2596854108,134610393,2052999003,4.32E+11,29191564,2.19E+11,9326159,1.01E+11,7.96E+11
disfilter,veryfast,32,MeridianTalk_sdr_1920x1080p_5994_8bit,1920,1080,60,130,6.3348,3892250616,1.92E+11,88062107965,2176992720,51269952,431918072,58351808,360493409,69160586768,1780596018,111386890,1924712251,3.67E+11,27170906,1.92E+11,7398839,87885499961,6.92E+11
disfilter,veryfast,37,MeridianTalk_sdr_1920x1080p_5994_8bit,1920,1080,60,130,6.3354,3746740684,1.77E+11,80855026280,1942397962,47799361,407246461,54941586,347941398,63451887569,1360543874,103016334,1815123498,3.28E+11,22737119,1.77E+11,6875009,80784091329,6.38E+11
default,faster,22,Motorcycle_1920x1080_30fps_8bit,1920,1080,30,130,7.0665,4866842523,3.13E+11,1.40E+11,2920880460,106438676,564643310,92149810,405118471,1.20E+11,5764553499,199489599,2283475774,6.97E+11,33788751,3.13E+11,12058218,1.40E+11,1.21E+12
default,faster,27,Motorcycle_1920x1080_30fps_8bit,1920,1080,30,130,7.0063,4761614543,2.84E+11,1.27E+11,2658180012,102399271,528446841,83902497,391809672,1.07E+11,4881513099,188269545,2132951084,6.14E+11,32209117,2.84E+11,10081691,1.27E+11,1.08E+12
default,faster,32,Motorcycle_1920x1080_30fps_8bit,1920,1080,30,130,7.0665,4549743943,2.55E+11,1.15E+11,2686591938,95334051,514264659,76916848,388623546,94304734764,3956903728,173754873,2148108590,5.43E+11,34034596,2.55E+11,9515697,1.15E+11,9.57E+11
default,faster,37,Motorcycle_1920x1080_30fps_8bit,1920,1080,30,130,6.3269,4422017998,2.30E+11,1.04E+11,2572028489,87317320,517198492,72036894,387622552,83794750249,3132469531,161634428,2177341850,4.76E+11,29357647,2.30E+11,8776970,1.04E+11,8.52E+11
default,fast,22,Motorcycle_1920x1080_30fps_8bit,1920,1080,30,130,7.0665,4874904983,3.13E+11,1.40E+11,2987588609,106397778,544598443,91999867,413055363,1.20E+11,5757055058,198791648,2271134598,6.99E+11,34423757,3.13E+11,11955992,1.39E+11,1.21E+12
default,fast,27,Motorcycle_1920x1080_30fps_8bit,1920,1080,30,130,7.0063,4768182981,2.84E+11,1.27E+11,2647302273,101373372,533857301,83996413,389020051,1.07E+11,4870294336,186411391,2126316088,6.14E+11,33730146,2.83E+11,10534782,1.27E+11,1.08E+12
default,fast,32,Motorcycle_1920x1080_30fps_8bit,1920,1080,30,130,7.0665,4536999450,2.55E+11,1.15E+11,2688322717,93345486,521125191,77470453,393598177,94366833286,3952439889,172792111,2213000301,5.40E+11,27652689,2.55E+11,9365232,1.15E+11,9.57E+11
default,fast,37,Motorcycle_1920x1080_30fps_8bit,1920,1080,30,130,6.3269,4436545510,2.30E+11,1.04E+11,2430210679,87701559,512825105,69803358,380656320,83761698710,3130442272,158737446,2076313651,4.72E+11,27502164,2.30E+11,9016382,1.04E+11,8.51E+11
default,superfast,22,Motorcycle_1920x1080_30fps_8bit,1920,1080,30,130,7.0665,4986500586,2.96E+11,1.32E+11,2903986304,62100416,482787223,62176955,319944933,1.13E+11,5571420422,124402720,2036287084,6.60E+11,33444857,2.95E+11,8611779,1.32E+11,1.15E+12
default,superfast,27,Motorcycle_1920x1080_30fps_8bit,1920,1080,30,130,7.0063,4834154699,2.68E+11,1.21E+11,2774151711,57738426,472795871,58237705,308639124,1.01E+11,4718230804,115746231,1986710743,5.87E+11,30775913,2.68E+11,8034727,1.20E+11,1.02E+12
default,superfast,32,Motorcycle_1920x1080_30fps_8bit,1920,1080,30,130,7.0665,4604852843,2.42E+11,1.09E+11,2608417167,52877656,463182351,51741682,302135767,89522673768,3820078987,107127553,1997467269,5.13E+11,28958059,2.42E+11,6802146,1.09E+11,9.07E+11
default,superfast,37,Motorcycle_1920x1080_30fps_8bit,1920,1080,30,130,6.3269,4461336433,2.19E+11,99487692795,2504893219,49427591,435163965,47361698,298177342,79822314150,3029946362,99349305,1938959836,4.52E+11,27410240,2.19E+11,6368901,99330753590,8.10E+11
default,veryfast,22,Motorcycle_1920x1080_30fps_8bit,1920,1080,30,130,7.0665,4866035125,3.14E+11,1.40E+11,2853607704,105453849,551581398,89457235,400723016,1.20E+11,5749108119,196108045,2210717621,6.94E+11,34725187,3.13E+11,11595342,1.39E+11,1.21E+12
default,veryfast,27,Motorcycle_1920x1080_30fps_8bit,1920,1080,30,130,7.0063,4741205822,2.84E+11,1.27E+11,2848236793,99852306,534128980,84387841,404319778,1.07E+11,4856334474,186620673,2238870297,6.20E+11,31308281,2.84E+11,11418888,1.27E+11,1.08E+12
default,veryfast,32,Motorcycle_1920x1080_30fps_8bit,1920,1080,30,130,7.0665,4535587909,2.55E+11,1.15E+11,2620255269,93369693,519883327,77589185,385578917,94351338124,3940112786,170979502,2113922381,5.40E+11,31232057,2.55E+11,9773533,1.15E+11,9.57E+11
default,veryfast,37,Motorcycle_1920x1080_30fps_8bit,1920,1080,30,130,6.3269,4429314824,2.30E+11,1.04E+11,2531113068,88359714,508336366,70880811,387486105,83827738100,3125112673,159948288,2138980814,4.76E+11,28628644,2.30E+11,9247714,1.04E+11,8.52E+11
hwlike,faster,22,Motorcycle_1920x1080_30fps_8bit,1920,1080,30,130,7.0665,4824161321,3.11E+11,1.39E+11,2961524573,103949171,563846587,90398255,409837833,1.19E+11,5724721665,194781328,2305899780,6.93E+11,31248582,3.11E+11,12206741,1.38E+11,1.20E+12
hwlike,faster,27,Motorcycle_1920x1080_30fps_8bit,1920,1080,30,130,7.0063,4724555712,2.81E+11,1.26E+11,2658811148,103900751,511040976,88017264,396017180,1.06E+11,4840427572,190930730,2113476542,6.09E+11,30955039,2.81E+11,10983998,1.26E+11,1.07E+12
hwlike,faster,32,Motorcycle_1920x1080_30fps_8bit,1920,1080,30,130,7.0665,4548217067,2.53E+11,1.14E+11,2811976485,96904638,534248558,80550573,402630696,93461577339,3992729732,177923470,2212166603,5.51E+11,32052314,2.53E+11,10160004,1.14E+11,9.48E+11
hwlike,faster,37,Motorcycle_1920x1080_30fps_8bit,1920,1080,30,130,6.3269,4389797953,2.28E+11,1.03E+11,2535507646,85573694,507615638,69352945,385456383,83013664582,3107306298,156440062,2143863548,4.72E+11,26114741,2.28E+11,8361151,1.03E+11,8.43E+11
hwlike,fast,22,Motorcycle_1920x1080_30fps_8bit,1920,1080,30,130,7.0665,4832984837,3.11E+11,1.39E+11,2972055119,108447752,572206959,92583719,412480253,1.19E+11,5784811883,199387500,2326168627,6.95E+11,36958391,3.11E+11,11978040,1.38E+11,1.20E+12
hwlike,fast,27,Motorcycle_1920x1080_30fps_8bit,1920,1080,30,130,7.0063,4717978142,2.82E+11,1.26E+11,2845203841,100525909,555870519,85367838,405872221,1.06E+11,4894767058,186965818,2321337424,6.14E+11,35398469,2.81E+11,11527194,1.26E+11,1.07E+12
hwlike,fast,32,Motorcycle_1920x1080_30fps_8bit,1920,1080,30,130,7.0665,4486376719,2.53E+11,1.14E+11,2687281567,91233047,519814676,78781910,394682693,93468809982,3923755510,169361873,2187669499,5.36E+11,28099683,2.52E+11,9862705,1.14E+11,9.48E+11
hwlike,fast,37,Motorcycle_1920x1080_30fps_8bit,1920,1080,30,130,6.3269,4392248701,2.28E+11,1.03E+11,2446058364,83754278,490342315,69113670,375817452,83020934868,3080103385,153812986,2035511262,4.68E+11,24873240,2.28E+11,8929199,1.03E+11,8.44E+11
hwlike,superfast,22,Motorcycle_1920x1080_30fps_8bit,1920,1080,30,130,7.0665,5124832517,3.02E+11,1.35E+11,3052049611,77017988,525410554,62515291,321835944,1.15E+11,5577995815,139630517,2244047570,6.74E+11,32054362,3.02E+11,7938823,1.35E+11,1.17E+12
hwlike,superfast,27,Motorcycle_1920x1080_30fps_8bit,1920,1080,30,130,7.0063,4965482570,2.74E+11,1.23E+11,2700121930,72296561,481706558,56489539,308374574,1.03E+11,4713052040,129632911,2039371549,5.94E+11,30384870,2.74E+11,8098398,1.23E+11,1.04E+12
hwlike,superfast,32,Motorcycle_1920x1080_30fps_8bit,1920,1080,30,130,7.0665,4750339687,2.47E+11,1.11E+11,2573834294,68307457,480705616,52241211,304671140,91078147902,3848280296,122218183,2010072393,5.21E+11,28648065,2.46E+11,6757176,1.11E+11,9.24E+11
hwlike,superfast,37,Motorcycle_1920x1080_30fps_8bit,1920,1080,30,130,6.3269,4611489231,2.23E+11,1.01E+11,2590565340,64300732,475296924,49378222,305461936,81106931719,3056520605,115473000,2069843388,4.62E+11,29033394,2.23E+11,6579278,1.01E+11,8.24E+11
hwlike,veryfast,22,Motorcycle_1920x1080_30fps_8bit,1920,1080,30,130,7.0665,4819184943,3.11E+11,1.38E+11,2898324850,102943804,552288374,91576177,404412987,1.19E+11,5737919438,194901956,2271463226,6.91E+11,33314272,3.11E+11,11892779,1.38E+11,1.20E+12
hwlike,veryfast,27,Motorcycle_1920x1080_30fps_8bit,1920,1080,30,130,7.0063,4725801507,2.81E+11,1.26E+11,2835989830,100415523,545191622,82525750,399342728,1.06E+11,4871926942,186568400,2306255948,6.14E+11,31544656,2.81E+11,10722963,1.26E+11,1.07E+12
hwlike,veryfast,32,Motorcycle_1920x1080_30fps_8bit,1920,1080,30,130,7.0665,4512664227,2.53E+11,1.14E+11,2685555149,91906802,514186163,78163816,390197727,93457473783,3944513341,171394461,2169288391,5.38E+11,31409152,2.52E+11,10297500,1.14E+11,9.47E+11
hwlike,veryfast,37,Motorcycle_1920x1080_30fps_8bit,1920,1080,30,130,6.3269,4381836890,2.28E+11,1.03E+11,2436960792,83731725,486857691,67702169,378216937,82988851492,3080758755,152055234,2041191523,4.67E+11,27608396,2.28E+11,8914115,1.03E+11,8.44E+11
disfilter,faster,22,Motorcycle_1920x1080_30fps_8bit,1920,1080,30,130,7.0665,4711801368,3.03E+11,1.35E+11,2858104141,78087909,540437693,90174170,404646126,1.16E+11,5665591437,169878052,2221533567,6.76E+11,31355405,3.03E+11,12505895,1.35E+11,1.17E+12
disfilter,faster,27,Motorcycle_1920x1080_30fps_8bit,1920,1080,30,130,7.0063,4590523913,2.74E+11,1.23E+11,2840845239,72077802,514644398,81427526,397253903,1.04E+11,4790472571,155864031,2209509525,6.03E+11,30711219,2.74E+11,11517244,1.23E+11,1.05E+12
disfilter,faster,32,Motorcycle_1920x1080_30fps_8bit,1920,1080,30,130,7.0665,4371057821,2.46E+11,1.11E+11,2566628699,65457051,464021502,75714034,386094667,91545894629,3861699429,141733545,2001429431,5.22E+11,28137482,2.46E+11,9807541,1.11E+11,9.25E+11
disfilter,faster,37,Motorcycle_1920x1080_30fps_8bit,1920,1080,30,130,6.3269,4265917881,2.23E+11,1.01E+11,2497086774,60199643,464597318,69305533,378234312,81298051251,3040554912,130312345,2044675308,4.61E+11,26662563,2.23E+11,9627318,1.01E+11,8.23E+11
disfilter,fast,22,Motorcycle_1920x1080_30fps_8bit,1920,1080,30,130,7.0665,4711963081,3.03E+11,1.35E+11,2965029168,78918079,532721516,91783103,417237815,1.16E+11,5678146897,171500990,2343132425,6.78E+11,30929248,3.03E+11,11981756,1.35E+11,1.17E+12
disfilter,fast,27,Motorcycle_1920x1080_30fps_8bit,1920,1080,30,130,7.0063,4600657533,2.74E+11,1.23E+11,2669974923,73219261,490760784,86868729,404339407,1.04E+11,4786296618,160188552,2106947731,5.99E+11,31050981,2.74E+11,10626679,1.23E+11,1.05E+12
disfilter,fast,32,Motorcycle_1920x1080_30fps_8bit,1920,1080,30,130,7.0665,4384241215,2.46E+11,1.11E+11,2634001789,68926550,488686846,77587612,387329986,91447703638,3897597368,149123408,2149295762,5.25E+11,28426631,2.46E+11,11004026,1.11E+11,9.24E+11
disfilter,fast,37,Motorcycle_1920x1080_30fps_8bit,1920,1080,30,130,6.3269,4286213183,2.23E+11,1.01E+11,2445331787,60310813,456247561,69203489,374975889,81380481639,3062692915,129712265,1961052002,4.59E+11,28659812,2.22E+11,9427007,1.01E+11,8.24E+11
disfilter,superfast,22,Motorcycle_1920x1080_30fps_8bit,1920,1080,30,130,7.0665,5036334906,2.93E+11,1.31E+11,2792832672,60711981,465734260,65183035,321954298,1.12E+11,5556923308,126334903,2062219116,6.54E+11,32525184,2.93E+11,8218746,1.31E+11,1.14E+12
